Date,Visits,Orders,va_closer_id,Marketing Channel,Units,BasePrice,Revenue,DiscountTotal
2020-08-03,3005,5,9,Referring Domain,17,1155,2925.12,877.55
2020-08-04,34506,69,1,Paid Search,262,10647,37477.38,6050.25
2020-08-04,4,0,16,Paid Social,0,0,0,0
2020-08-04,512,8,17,Email Commerce,32,1287,3656.22,1780.8
2020-08-04,40842,200,2,Organic Search,718,30812,98173.26,19965.55
2020-08-04,3988,10,3,Display,38,1805,5293.36,1132.3
2020-08-04,145,3,4,Email,12,455,1623.45,329.4
2020-08-04,662,33,5,Affiliate,128,4938,16648.68,4012.5
2020-08-04,9863,69,6,Direct,261,11813,34834.47,12131.5
2020-08-04,1272,46,7,Session Refresh,176,8221,23235.91,9445.25
2020-08-04,3659,5,9,Referring Domain,20,894,2812.39,985.8
2020-08-05,17161,19,1,Paid Search,73,2914,11048.55,994.25
2020-08-05,3,1,16,Paid Social,4,165,714.2,0
2020-08-05,371,3,17,Email Commerce,9,522,1393.34,348.6
2020-08-05,31530,136,2,Organic Search,495,21442,70045.53,13587.25
2020-08-05,3842,11,3,Display,44,2183,7475.61,1849
2020-08-05,124,3,4,Email,12,506,1437.33,708.4
2020-08-05,684,30,5,Affiliate,112,4962,17761.78,1955
2020-08-05,9458,52,6,Direct,187,8486,23714.38,8817.4
2020-08-05,1251,39,7,Session Refresh,145,6425,16933.85,8703
2020-08-05,2422,5,9,Referring Domain,20,815,2554.39,925.6
2020-08-06,15703,27,1,Paid Search,100,4479,15250.52,2531
2020-08-06,3,0,16,Paid Social,0,0,0,0
2020-08-06,370,4,17,Email Commerce,16,693,1961.81,942
2020-08-06,29545,113,2,Organic Search,392,18042,54349.43,11759.65
2020-08-06,3886,5,3,Display,20,825,2652.55,815.6
2020-08-06,147,2,4,Email,8,401,1475.75,233.8
2020-08-06,679,32,5,Affiliate,117,5494,19458.52,2569.1
2020-08-06,8998,51,6,Direct,192,8408,24971.19,8332.6
2020-08-06,1112,30,7,Session Refresh,97,5262,12329.63,6382.55
2020-08-06,2276,2,9,Referring Domain,5,422,890.15,344.4
2020-08-07,11080,23,1,Paid Search,85,3868,11491.74,2942
2020-08-07,2,0,16,Paid Social,0,0,0,0
2020-08-07,364,6,17,Email Commerce,22,1031,2974.38,1091
2020-08-07,27923,131,2,Organic Search,478,21346,68760.96,14437.05
2020-08-07,3523,4,3,Display,10,558,1589.84,0
2020-08-07,126,1,4,Email,4,156,571.84,93.6
2020-08-07,617,31,5,Affiliate,110,5088,18466.39,1317.2
2020-08-07,8423,50,6,Direct,173,8008,22750.7,7106.3
2020-08-07,1069,43,7,Session Refresh,148,7830,19597.56,7477.2
2020-08-07,2135,3,9,Referring Domain,12,516,2029.26,196
2020-08-08,12650,15,1,Paid Search,55,2287,8326.78,693.9
2020-08-08,2,0,16,Paid Social,0,0,0,0
2020-08-08,249,1,17,Email Commerce,4,210,508.96,378
2020-08-08,26114,88,2,Organic Search,304,14606,44602.09,9699.55
2020-08-08,3006,0,3,Display,0,0,0,0
2020-08-08,124,2,4,Email,5,218,365.15,181.8
2020-08-08,517,15,5,Affiliate,56,2488,9198.9,875
2020-08-08,7795,30,6,Direct,110,5383,14762.52,5615.3
2020-08-08,992,28,7,Session Refresh,92,4540,12208.4,4551.6
2020-08-08,1788,3,9,Referring Domain,9,587,2136.47,0
2020-08-09,12578,14,1,Paid Search,52,2092,7035.03,1321
2020-08-09,111,1,17,Email Commerce,1,101,82.03,25.25
2020-08-09,25120,89,2,Organic Search,315,13735,44569.16,8073.15
2020-08-09,2724,6,3,Display,18,1139,2723,570.2
2020-08-09,103,1,4,Email,4,174,696,0
2020-08-09,544,20,5,Affiliate,70,3113,10843.41,1045.9
2020-08-09,7773,39,6,Direct,146,5796,17644.51,5831.25
2020-08-09,950,22,7,Session Refresh,78,3745,9491.02,4947.35
2020-08-09,1746,2,9,Referring Domain,6,261,944.22,0
2020-08-10,17819,39,1,Paid Search,143,7080,25281.5,3255.75
2020-08-10,3,0,16,Paid Social,0,0,0,0
2020-08-10,509,5,17,Email Commerce,18,1156,2132.89,1174.3
2020-08-10,34602,178,2,Organic Search,640,30046,95424.86,17817.6
2020-08-10,4118,13,3,Display,48,2530,8225.91,1247.8
2020-08-10,186,2,4,Email,5,396,1067.01,62.3
2020-08-10,906,62,5,Affiliate,221,10012,31578.85,6706.2
2020-08-10,10551,77,6,Direct,282,12958,37651.43,12277.15
2020-08-10,1224,49,7,Session Refresh,165,8148,20059.24,9330.15
2020-08-10,3578,6,9,Referring Domain,24,981,3748.27,462
2020-08-11,19628,30,1,Paid Search,105,4913,14930.2,2884.9
2020-08-11,3,0,16,Paid Social,0,0,0,0
2020-08-11,445,1,17,Email Commerce,4,126,306.58,226.8
2020-08-11,32853,138,2,Organic Search,515,22616,75727.32,15277.35
2020-08-11,4236,8,3,Display,25,1468,4520.73,627.6
2020-08-11,153,0,4,Email,0,0,0,0
2020-08-11,869,44,5,Affiliate,160,6922,23403.15,3161.95
2020-08-11,9929,63,6,Direct,230,10121,30126.65,8877.05
2020-08-11,1146,31,7,Session Refresh,117,4866,13597.06,5944.45
2020-08-11,3267,5,9,Referring Domain,20,1389,3528.32,1281.9
2020-08-12,17415,40,1,Paid Search,144,5809,19860.24,2793.15
2020-08-12,1,0,16,Paid Social,0,0,0,0
2020-08-12,368,7,17,Email Commerce,28,1083,3432.23,1163.8
2020-08-12,31226,139,2,Organic Search,497,24016,71209.8,17605.35
2020-08-12,3751,7,3,Display,26,1232,4390.57,719
2020-08-12,119,1,4,Email,4,114,273.37,205.2
2020-08-12,722,37,5,Affiliate,131,5626,17111.37,3447.95
2020-08-12,9571,73,6,Direct,256,12990,35282.88,11676.6
2020-08-12,1179,41,7,Session Refresh,161,7020,20730.16,8645.4
2020-08-12,2503,5,9,Referring Domain,16,1066,2797.86,478.96
2020-08-13,14124,25,1,Paid Search,92,4076,12676.28,3139.5
2020-08-13,1,0,16,Paid Social,0,0,0,0
2020-08-13,460,4,17,Email Commerce,14,814,1974.99,1202.3
2020-08-13,29834,133,2,Organic Search,481,22097,68865.72,17084.4
2020-08-13,3372,5,3,Display,20,608,2247.49,357
2020-08-13,136,2,4,Email,8,270,825.25,310.8
2020-08-13,843,47,5,Affiliate,184,7872,27039.76,4695.4
2020-08-13,9145,57,6,Direct,211,9860,28316.7,10915.6
2020-08-13,1316,41,7,Session Refresh,154,6882,19570.1,7992.1
2020-08-13,2099,3,9,Referring Domain,10,391,1055.69,340.9
2020-08-14,15674,27,1,Paid Search,101,4031,14591.97,1830.65
2020-08-14,1,0,16,Paid Social,0,0,0,0
2020-08-14,444,5,17,Email Commerce,17,958,3088.8,701.2
2020-08-14,30391,120,2,Organic Search,410,20548,62832.86,12945.1
2020-08-14,3649,7,3,Display,28,1091,3941.72,740.2
2020-08-14,126,1,4,Email,4,144,408.6,201.6
2020-08-14,802,53,5,Affiliate,196,8179,26714.61,5150.65
2020-08-14,9528,44,6,Direct,159,7133,22003.94,6669.15
2020-08-14,1081,41,7,Session Refresh,152,6908,18404.55,8821.95
2020-08-14,1966,5,9,Referring Domain,19,670,2020.72,669.3
2020-08-15,15704,28,1,Paid Search,106,4134,14852.36,1547.7
2020-08-15,264,1,17,Email Commerce,1,203,141.91,71.05
2020-08-15,27701,96,2,Organic Search,328,16857,50412.38,10860.85
2020-08-15,2780,4,3,Display,16,560,2396.96,0
2020-08-15,105,0,4,Email,0,0,0,0
2020-08-15,706,35,5,Affiliate,123,5598,17294.65,2269.1
2020-08-15,8579,49,6,Direct,185,8375,25182.29,7421.1
2020-08-15,1032,32,7,Session Refresh,105,4808,11560.92,5385.65
2020-08-15,1797,4,9,Referring Domain,15,515,1440.22,794.8
2020-08-16,15008,19,1,Paid Search,72,2420,8665.29,1143.6
2020-08-16,4,0,16,Paid Social,0,0,0,0
2020-08-16,91,0,17,Email Commerce,0,0,0,0
2020-08-16,26514,86,2,Organic Search,304,14655,44033.85,9175.4
2020-08-16,3187,3,3,Display,6,421,764.42,50.4
2020-08-16,138,1,4,Email,4,117,497.25,0
2020-08-16,653,33,5,Affiliate,128,5398,19104.48,3491.6
2020-08-16,8073,31,6,Direct,120,4912,14247.85,5180.9
2020-08-16,960,27,7,Session Refresh,106,4924,14194.31,6555.8
2020-08-16,1855,3,9,Referring Domain,7,438,1153.96,0
2020-08-17,16841,29,1,Paid Search,106,4289,15094.21,1801.5
2020-08-17,4,0,16,Paid Social,0,0,0,0
2020-08-17,564,12,17,Email Commerce,40,2286,6393.17,1475.5
2020-08-17,34512,159,2,Organic Search,578,26219,83668.79,18448
2020-08-17,4042,10,3,Display,36,1811,5923.68,832.3
2020-08-17,169,4,4,Email,14,636,1626.87,774.8
2020-08-17,985,78,5,Affiliate,272,12638,37912.39,8510.4
2020-08-17,10501,79,6,Direct,289,12296,37264.9,10418.45
2020-08-17,1152,34,7,Session Refresh,129,6000,15786.37,7916.9
2020-08-17,2366,1,9,Referring Domain,4,180,612,144
2020-08-18,17693,34,1,Paid Search,134,6034,21914,3727.5
2020-08-18,22,0,16,Paid Social,0,0,0,0
2020-08-18,424,3,17,Email Commerce,12,542,1421.69,850.4
2020-08-18,34122,142,2,Organic Search,516,23283,72692.74,17874.75
2020-08-18,3539,8,3,Display,30,1372,5485.89,254.8
2020-08-18,144,0,4,Email,0,0,0,0
2020-08-18,980,46,5,Affiliate,166,7324,24085.62,4093.95
2020-08-18,10071,70,6,Direct,266,12283,36599.56,13312.1
2020-08-18,1292,36,7,Session Refresh,132,5838,15743.35,7020.5
2020-08-18,3003,9,9,Referring Domain,29,1736,4500.65,527.36
2020-08-19,30381,43,1,Paid Search,164,7379,23034.73,5144.2
2020-08-19,124,0,16,Paid Social,0,0,0,0
2020-08-19,421,3,17,Email Commerce,12,485,1496.32,551
2020-08-19,68066,129,2,Organic Search,451,21231,62695.4,16050.65
2020-08-19,3966,3,3,Display,12,556,2235.76,146.4
2020-08-19,182,1,4,Email,4,155,432.21,217
2020-08-19,1579,58,5,Affiliate,203,9262,28680.83,5247.9
2020-08-19,26327,67,6,Direct,255,12003,36086.84,11888
2020-08-19,3431,34,7,Session Refresh,132,5302,14577.11,7295
2020-08-19,10537,6,9,Referring Domain,20,903,2851.68,449.4
2020-08-20,19588,29,1,Paid Search,101,4501,14132.37,3166.45
2020-08-20,68,0,16,Paid Social,0,0,0,0
2020-08-20,431,3,17,Email Commerce,10,412,974.93,616.9
2020-08-20,45925,123,2,Organic Search,442,20538,64630.45,15320.4
2020-08-20,2844,6,3,Display,24,1406,4398.19,432
2020-08-20,106,3,4,Email,10,514,1084.08,732.9
2020-08-20,1737,48,5,Affiliate,182,8008,27414.49,4758.65
2020-08-20,17485,60,6,Direct,218,9114,26753,8554.9
2020-08-20,2267,35,7,Session Refresh,128,5836,14901.51,7128.8
2020-08-20,5039,2,9,Referring Domain,6,282,641.8,138.6
2020-08-21,15129,32,1,Paid Search,109,5287,17053.01,2298.8
2020-08-21,23,0,16,Paid Social,0,0,0,0
2020-08-21,417,1,17,Email Commerce,4,196,538.61,274.4
2020-08-21,34437,121,2,Organic Search,429,20591,62064.23,14101.85
2020-08-21,3075,8,3,Display,28,1355,4929.28,349
2020-08-21,106,1,4,Email,4,155,368.28,279
2020-08-21,1197,46,5,Affiliate,165,6334,20586.28,3573.7
2020-08-21,11522,71,6,Direct,258,14224,41897.09,10964.5
2020-08-21,1395,31,7,Session Refresh,111,5479,13437.26,7330.45
2020-08-21,2857,9,9,Referring Domain,31,1336,3883.28,869.05
2020-08-22,11174,19,1,Paid Search,74,2936,11267.15,916.4
2020-08-22,10,0,16,Paid Social,0,0,0,0
2020-08-22,299,6,17,Email Commerce,19,1186,2510.56,1290.1
2020-08-22,26929,74,2,Organic Search,269,12584,39626.24,8634.1
2020-08-22,2821,3,3,Display,10,389,1348.51,109.8
2020-08-22,73,0,4,Email,0,0,0,0
2020-08-22,700,51,5,Affiliate,177,8233,26615.14,4588.75
2020-08-22,8522,50,6,Direct,174,8226,23324.92,6555
2020-08-22,989,20,7,Session Refresh,75,3123,8561.55,3975.6
2020-08-22,1856,3,9,Referring Domain,9,499,1378.12,477
2020-08-23,8155,16,1,Paid Search,55,2234,7629.57,579.1
2020-08-23,10,0,16,Paid Social,0,0,0,0
2020-08-23,72,1,17,Email Commerce,4,184,784.16,0
2020-08-23,24199,61,2,Organic Search,222,9779,32917.26,5346.05
2020-08-23,3092,2,3,Display,8,233,796.29,196.2
2020-08-23,71,0,4,Email,0,0,0,0
2020-08-23,687,34,5,Affiliate,124,4932,16639.01,2826.6
2020-08-23,7638,23,6,Direct,86,3884,12814.43,2940.9
2020-08-23,940,5,7,Session Refresh,18,878,2180.93,1033.4
2020-08-23,1630,2,9,Referring Domain,8,317,1364.7,0
2020-08-24,10104,45,1,Paid Search,175,7715,26641.22,5317.8
2020-08-24,8,0,16,Paid Social,0,0,0,0
2020-08-24,461,7,17,Email Commerce,23,1007,2772.11,739.3
2020-08-24,30208,157,2,Organic Search,559,25995,79772.95,17456.9
2020-08-24,3535,4,3,Display,14,628,2049.07,411.4
2020-08-24,94,1,4,Email,4,127,459.22,76.2
2020-08-24,951,59,5,Affiliate,212,9632,31567.61,4970.8
2020-08-24,9520,86,6,Direct,307,14247,41748.27,12037.1
2020-08-24,1120,29,7,Session Refresh,106,5250,13595.59,6693.25
2020-08-24,2474,7,9,Referring Domain,25,1304,4152.51,862
2020-08-25,9615,36,1,Paid Search,135,5845,19580.54,3852.6
2020-08-25,2,0,16,Paid Social,0,0,0,0
2020-08-25,427,4,17,Email Commerce,16,637,1660.9,1031.4
2020-08-25,28239,134,2,Organic Search,481,21763,69015.88,14646.8
2020-08-25,3432,6,3,Display,20,942,3137.8,416.4
2020-08-25,115,2,4,Email,9,460,1350.54,915.15
2020-08-25,874,40,5,Affiliate,141,5634,18892.17,3146.85
2020-08-25,9594,68,6,Direct,242,12335,33612.17,12828.85
2020-08-25,1068,37,7,Session Refresh,145,6291,17505.04,8743
2020-08-25,4212,3,9,Referring Domain,12,623,1995.75,655.2
2020-08-26,11154,20,1,Paid Search,75,3486,11260.18,2814.8
2020-08-26,36,0,16,Paid Social,0,0,0,0
2020-08-26,384,4,17,Email Commerce,16,533,1604.74,635.6
2020-08-26,27276,130,2,Organic Search,470,22138,65001.18,20064.45
2020-08-26,3052,4,3,Display,16,557,1998.5,390
2020-08-26,101,3,4,Email,12,488,1562.75,501.6
2020-08-26,866,39,5,Affiliate,153,6972,22901.58,4571
2020-08-26,9735,44,6,Direct,163,7621,24284.92,6082.5
2020-08-26,993,35,7,Session Refresh,132,6974,17931.68,8707
2020-08-26,3190,3,9,Referring Domain,9,404,1252.58,93
2020-08-27,14133,34,1,Paid Search,122,5510,18277.93,2387.95
2020-08-27,15,0,16,Paid Social,0,0,0,0
2020-08-27,343,4,17,Email Commerce,14,604,1353.58,847.9
2020-08-27,27832,118,2,Organic Search,431,19583,63181.76,14070.6
2020-08-27,2924,3,3,Display,10,609,1455.36,565.4
2020-08-27,127,1,4,Email,4,181,440.06,325.8
2020-08-27,826,41,5,Affiliate,150,6427,22252.17,1843.9
2020-08-27,10926,41,6,Direct,137,6147,16224.24,6118.45
2020-08-27,1030,36,7,Session Refresh,139,6068,16715.53,8664.05
2020-08-27,4508,3,9,Referring Domain,12,441,1191.13,667
2020-08-28,20912,28,1,Paid Search,105,4139,13970.27,2900.5
2020-08-28,3,0,16,Paid Social,0,0,0,0
2020-08-28,448,4,17,Email Commerce,15,478,1227.19,791.45
2020-08-28,30709,133,2,Organic Search,461,21203,63557.92,15901.55
2020-08-28,2920,3,3,Display,8,484,1270.6,53.5
2020-08-28,135,5,4,Email,16,881,1838.25,978.1
2020-08-28,807,31,5,Affiliate,113,4970,17113.53,1849.8
2020-08-28,13396,67,6,Direct,243,11961,33880.13,10452.2
2020-08-28,1102,41,7,Session Refresh,148,6671,17943.78,7994.4
2020-08-28,5909,6,9,Referring Domain,24,813,2460.04,980.6
2020-08-29,21541,32,1,Paid Search,114,4450,15972.46,1200.6
2020-08-29,4,0,16,Paid Social,0,0,0,0
2020-08-29,283,1,17,Email Commerce,4,76,180.99,136.8
2020-08-29,27806,84,2,Organic Search,304,14614,44110.64,9808.45
2020-08-29,2838,0,3,Display,0,0,0,0
2020-08-29,100,2,4,Email,6,316,715.85,276.4
2020-08-29,709,27,5,Affiliate,106,4469,16543.32,2066.6
2020-08-29,10904,42,6,Direct,160,7952,24263.09,7428.8
2020-08-29,1099,23,7,Session Refresh,82,3986,9220.03,5273.05
2020-08-29,3762,6,9,Referring Domain,20,851,2394.8,523.6
2020-08-30,14079,31,1,Paid Search,122,5368,20442.25,2320
2020-08-30,4,0,16,Paid Social,0,0,0,0
2020-08-30,79,2,17,Email Commerce,8,170,474.52,238
2020-08-30,24384,79,2,Organic Search,281,12015,38919.83,7273.6
2020-08-30,3461,4,3,Display,14,695,2376.74,287
2020-08-30,107,0,4,Email,0,0,0,0
2020-08-30,690,33,5,Affiliate,120,5658,19077.8,3019.3
2020-08-30,14147,29,6,Direct,106,4846,13803.51,5362.6
2020-08-30,981,29,7,Session Refresh,112,4863,13576.36,6430.6
2020-08-30,6540,4,9,Referring Domain,13,650,1858.84,329.4
2020-08-31,20369,41,1,Paid Search,142,6566,22862.7,1822.9
2020-08-31,2,0,16,Paid Social,0,0,0,0
2020-08-31,563,10,17,Email Commerce,36,1700,4631.42,1743.8
2020-08-31,34716,183,2,Organic Search,665,30716,101539,16203.2
2020-08-31,4509,7,3,Display,28,1281,4747.68,695.8
2020-08-31,195,3,4,Email,8,434,746.23,514.9
2020-08-31,975,38,5,Affiliate,140,5970,21678.01,2070.6
2020-08-31,15874,72,6,Direct,250,11147,33232.78,9672.4
2020-08-31,1285,45,7,Session Refresh,165,7568,20041.62,10038.15
2020-08-31,6948,3,9,Referring Domain,10,494,1436.36,354.6
2020-09-01,24321,84,1,Paid Search,316,12393,41344.8,8350.05
2020-09-01,4,0,16,Paid Social,0,0,0,0
2020-09-01,566,2,17,Email Commerce,8,350,885.1,588
2020-09-01,33704,218,2,Organic Search,832,36083,114235.47,31704.75
2020-09-01,4696,9,3,Display,37,1473,5115.04,1363.1
2020-09-01,1937,36,4,Email,144,6242,21287.53,4620
2020-09-01,1260,59,5,Affiliate,225,9910,32880.53,6084
2020-09-01,19070,103,6,Direct,400,17503,51547.23,18104.95
2020-09-01,1474,52,7,Session Refresh,202,8451,22524.55,11912.25
2020-09-01,7882,7,9,Referring Domain,26,963,3123.03,639.6
2020-09-02,24037,82,1,Paid Search,321,12671,41593.66,9067.6
2020-09-02,2,0,16,Paid Social,0,0,0,0
2020-09-02,583,10,17,Email Commerce,38,1749,4511.4,2517
2020-09-02,33593,206,2,Organic Search,768,32404,103110.42,26485.85
2020-09-02,4542,14,3,Display,53,2581,8704.16,1805
2020-09-02,545,12,4,Email,48,2136,7490.1,1608.6
2020-09-02,1231,45,5,Affiliate,171,6658,23012.56,4063.7
2020-09-02,25675,91,6,Direct,340,15938,46984.8,14333.25
2020-09-02,1315,41,7,Session Refresh,159,7458,19567.93,10789.6
2020-09-02,7511,7,9,Referring Domain,28,1064,3694.75,835.8
2020-09-03,23171,68,1,Paid Search,261,10566,35343.17,7210.5
2020-09-03,2,0,16,Paid Social,0,0,0,0
2020-09-03,516,4,17,Email Commerce,14,589,1607.82,689
2020-09-03,32854,219,2,Organic Search,831,34941,110472.54,29454
2020-09-03,4728,4,3,Display,16,551,1821.5,527
2020-09-03,391,10,4,Email,38,1641,5495.37,1209.4
2020-09-03,1102,53,5,Affiliate,199,8217,26624.88,4797.9
2020-09-03,19318,78,6,Direct,301,12775,40425.46,12510.4
2020-09-03,1257,35,7,Session Refresh,130,5889,15647.23,7257.65
2020-09-03,3941,14,9,Referring Domain,50,2091,6203.89,1593
2020-09-04,20703,81,1,Paid Search,314,12208,40913.81,9538.55
2020-09-04,1,0,16,Paid Social,0,0,0,0
2020-09-04,492,5,17,Email Commerce,21,828,2728.64,879.9
2020-09-04,28681,200,2,Organic Search,754,33033,103510.21,28125.65
2020-09-04,3847,13,3,Display,52,1941,6544.46,1724.4
2020-09-04,263,4,4,Email,16,683,2597.18,320
2020-09-04,917,38,5,Affiliate,150,5917,21693.46,3486.8
2020-09-04,26452,77,6,Direct,302,12721,40735.99,12188.3
2020-09-04,1137,38,7,Session Refresh,138,6393,16621.65,8167.6
2020-09-04,6803,3,9,Referring Domain,9,381,1015.35,160
2020-09-05,25480,68,1,Paid Search,257,10623,35060.96,6450.7
2020-09-05,3,0,16,Paid Social,0,0,0,0
2020-09-05,344,1,17,Email Commerce,4,99,230.87,178.2
2020-09-05,27620,141,2,Organic Search,521,21682,71621.04,14248.1
2020-09-05,4549,3,3,Display,12,633,2469.73,240
2020-09-05,199,0,4,Email,0,0,0,0
2020-09-05,945,43,5,Affiliate,164,6369,21491.86,4205.25
2020-09-05,32753,51,6,Direct,188,7963,25265.09,5230.3
2020-09-05,1169,31,7,Session Refresh,115,5233,14047.47,6591.65
2020-09-05,6257,6,9,Referring Domain,24,871,3080.44,617
2020-09-06,1,0,0,none,0,0,0,0
2020-09-06,24372,73,1,Paid Search,278,11539,39843.98,5861
2020-09-06,1,0,16,Paid Social,0,0,0,0
2020-09-06,123,0,17,Email Commerce,0,0,0,0
2020-09-06,24619,125,2,Organic Search,467,19792,66414.95,13053.3
2020-09-06,4827,10,3,Display,40,1347,5043.24,720
2020-09-06,179,6,4,Email,24,1281,4129.03,1290.4
2020-09-06,1090,42,5,Affiliate,156,6140,21502.43,3049.6
2020-09-06,33470,41,6,Direct,161,7237,21873.86,7413.6
2020-09-06,1090,22,7,Session Refresh,86,3935,10409.74,4875.9
2020-09-06,7429,6,9,Referring Domain,21,657,2036.57,458.4
2020-09-07,25665,116,1,Paid Search,439,16844,57431.06,11014.2
2020-09-07,5,0,16,Paid Social,0,0,0,0
2020-09-07,432,8,17,Email Commerce,30,1222,3581.34,1395.2
2020-09-07,29798,201,2,Organic Search,761,31634,105830.72,20670.5
2020-09-07,4678,14,3,Display,56,1853,6547.27,1287.6
2020-09-07,966,46,4,Email,184,7353,24525.62,6619.8
2020-09-07,1317,83,5,Affiliate,302,12784,42369.56,6679.6
2020-09-07,30317,85,6,Direct,329,13272,40243.83,15049.25
2020-09-07,1262,42,7,Session Refresh,163,6690,19058.76,8889.85
2020-09-07,4934,6,9,Referring Domain,24,844,3145.99,480
2020-09-08,26864,131,1,Paid Search,506,20964,71147.67,15019.1
2020-09-08,3,0,16,Paid Social,0,0,0,0
2020-09-08,1039,13,17,Email Commerce,45,2830,6415.89,3030.7
2020-09-08,36562,290,2,Organic Search,1120,48172,154812.43,40494.35
2020-09-08,5559,13,3,Display,52,2189,7513.8,1800.8
2020-09-08,516,23,4,Email,89,3485,11166.09,3042.6
2020-09-08,1275,82,5,Affiliate,299,12350,42231.43,5956.6
2020-09-08,36341,111,6,Direct,419,17676,52413.15,18364.25
2020-09-08,1623,64,7,Session Refresh,243,10791,28630.19,14117.1
2020-09-08,5759,9,9,Referring Domain,36,1538,4979.84,1514
2020-09-09,12237,42,1,Paid Search,157,6914,23564.35,4356.2
2020-09-09,3,0,16,Paid Social,0,0,0,0
2020-09-09,732,12,17,Email Commerce,41,1787,5135.53,1387.6
2020-09-09,32336,172,2,Organic Search,627,29406,90467.45,24440.6
2020-09-09,4146,9,3,Display,30,1457,4782.94,410.4
2020-09-09,303,6,4,Email,22,1121,3029.79,1492.2
2020-09-09,975,39,5,Affiliate,141,6308,21345.68,3482.4
2020-09-09,20933,83,6,Direct,305,14739,42825.5,15575.25
2020-09-09,1347,53,7,Session Refresh,195,8846,22522.21,12620.55
2020-09-09,2576,2,9,Referring Domain,6,691,1333.43,559.36
2020-09-10,13033,34,1,Paid Search,127,5687,19415.38,3396.4
2020-09-10,525,5,17,Email Commerce,19,937,2870.6,918.4
2020-09-10,31578,129,2,Organic Search,480,22339,66953.71,20973.1
2020-09-10,2773,7,3,Display,27,1176,3528.1,1399.05
2020-09-10,215,6,4,Email,24,699,2365.24,645.2
2020-09-10,895,33,5,Affiliate,116,5440,18173.36,2130.2
2020-09-10,17685,65,6,Direct,247,10770,32499.94,10216.3
2020-09-10,1327,52,7,Session Refresh,199,9146,23989.54,13159.9
2020-09-10,2162,2,9,Referring Domain,8,292,754.92,482
2020-09-11,12675,38,1,Paid Search,139,6413,20912.91,4522.1
2020-09-11,534,8,17,Email Commerce,26,1581,4170.13,1444.9
2020-09-11,29677,157,2,Organic Search,560,26483,80672.83,20291.25
2020-09-11,4562,3,3,Display,12,604,2023.28,0
2020-09-11,256,1,4,Email,4,186,798.49,0
2020-09-11,742,36,5,Affiliate,128,5686,18869.82,2317.6
2020-09-11,16796,62,6,Direct,219,10638,29448.89,11724.15
2020-09-11,1164,43,7,Session Refresh,160,7266,19341.09,9644.4
2020-09-11,2150,8,9,Referring Domain,30,1226,4167.7,843.2
2020-09-12,12290,25,1,Paid Search,89,3820,12342.9,2354.7
2020-09-12,365,6,17,Email Commerce,24,1033,2926.41,1430.8
2020-09-12,27217,107,2,Organic Search,395,17982,58825.67,12852.25
2020-09-12,3418,2,3,Display,8,320,1149.02,225
2020-09-12,218,1,4,Email,4,237,670.12,331.8
2020-09-12,1238,29,5,Affiliate,103,4298,14829.05,1688.5
2020-09-12,22425,37,6,Direct,128,5851,15394.58,6784.5
2020-09-12,1148,30,7,Session Refresh,108,4613,12119.08,5626
2020-09-12,6299,5,9,Referring Domain,13,1036,2112.57,383.6
2020-09-13,11731,29,1,Paid Search,112,4671,18094.45,1379
2020-09-13,3,0,16,Paid Social,0,0,0,0
2020-09-13,113,1,17,Email Commerce,4,156,671.92,0
2020-09-13,24045,91,2,Organic Search,329,14343,47213.83,8899.4
2020-09-13,3640,1,3,Display,1,144,146,0
2020-09-13,169,2,4,Email,8,373,1602.85,0
2020-09-13,916,23,5,Affiliate,81,3887,13626.08,1570.7
2020-09-13,18521,28,6,Direct,108,4173,11989.36,4856.4
2020-09-13,941,33,7,Session Refresh,126,6072,16685.65,7800.85
2020-09-13,2546,2,9,Referring Domain,3,183,303.51,0
2020-09-14,14262,47,1,Paid Search,184,7448,26951.76,4373.4
2020-09-14,1,0,16,Paid Social,0,0,0,0
2020-09-14,640,7,17,Email Commerce,28,1391,3679.92,2143
2020-09-14,33733,180,2,Organic Search,638,30422,87980.72,27468.15
2020-09-14,3804,6,3,Display,21,921,2577.12,863.85
2020-09-14,237,4,4,Email,16,934,2796.23,1098.4
2020-09-14,944,37,5,Affiliate,135,5900,20642.2,2521.1
2020-09-14,19013,64,6,Direct,244,10452,30804.79,10938
2020-09-14,1952,57,7,Session Refresh,214,9214,24493.32,12237.85
2020-09-14,2406,6,9,Referring Domain,19,1187,2580.53,782.7
2020-09-15,13790,45,1,Paid Search,169,7702,25211.72,5992.2
2020-09-15,5,0,16,Paid Social,0,0,0,0
2020-09-15,532,8,17,Email Commerce,28,1453,3952.17,1638.8
2020-09-15,32281,168,2,Organic Search,620,27933,86814.65,22375.35
2020-09-15,2472,9,3,Display,36,1593,6334.22,494
2020-09-15,254,2,4,Email,8,321,903.45,449.4
2020-09-15,914,46,5,Affiliate,170,7419,25079.33,4752.6
2020-09-15,19876,76,6,Direct,284,12572,38285.42,12410.35
2020-09-15,1552,43,7,Session Refresh,170,7418,20556.99,10471.2
2020-09-15,2701,7,9,Referring Domain,23,1080,3167.09,852
2020-09-16,13749,43,1,Paid Search,156,7129,22504.47,5658.8
2020-09-16,4,0,16,Paid Social,0,0,0,0
2020-09-16,537,12,17,Email Commerce,45,1857,4881.08,2509
2020-09-16,32080,161,2,Organic Search,584,26623,79286.18,22553.9
2020-09-16,3618,9,3,Display,32,1490,4571.84,1402.8
